id,name,age,height,weight
874,name_874,32,190.0,150.0
875,name_875,16,179.0,80.0
876,name_876,69,187.0,59.0
877,name_877,71,154.0,87.0
878,name_878,23,204.0,52.0
879,name_879,68,210.0,55.0
880,name_880,47,198.0,176.0
881,name_881,44,188.0,42.0
882,name_882,24,195.0,91.0
883,name_883,25,209.0,114.0
884,name_884,19,166.0,47.0
885,name_885,44,196.0,164.0
886,name_886,24,193.0,55.0
887,name_887,36,161.0,45.0
888,name_888,65,206.0,190.0
889,name_889,44,174.0,188.0
890,name_890,93,159.0,210.0
891,name_891,36,186.0,55.0
892,name_892,69,151.0,63.0
893,name_893,62,180.0,180.0
894,name_894,44,182.0,133.0
895,name_895,11,180.0,119.0
896,name_896,74,165.0,51.0
897,name_897,63,195.0,216.0
898,name_898,67,165.0,90.0
899,name_899,72,185.0,189.0
900,name_900,46,182.0,115.0
901,name_901,56,168.0,207.0
902,name_902,79,153.0,208.0
903,name_903,57,197.0,103.0
904,name_904,48,151.0,190.0
905,name_905,20,153.0,205.0
906,name_906,50,177.0,195.0
907,name_907,100,175.0,49.0
908,name_908,12,206.0,152.0
909,name_909,37,188.0,79.0
910,name_910,30,177.0,139.0
911,name_911,47,176.0,194.0
912,name_912,12,182.0,146.0
913,name_913,41,207.0,171.0
914,name_914,80,190.0,46.0
915,name_915,24,190.0,189.0
916,name_916,26,172.0,92.0
917,name_917,43,206.0,144.0
918,name_918,18,191.0,70.0
919,name_919,80,172.0,130.0
920,name_920,46,180.0,91.0
921,name_921,93,194.0,199.0
922,name_922,31,182.0,205.0
923,name_923,11,166.0,96.0
924,name_924,79,202.0,46.0
925,name_925,63,199.0,89.0
926,name_926,95,203.0,145.0
927,name_927,35,187.0,77.0
928,name_928,30,178.0,157.0
929,name_929,89,174.0,105.0
930,name_930,65,208.0,219.0
931,name_931,16,171.0,140.0
932,name_932,76,209.0,168.0
933,name_933,65,204.0,153.0
934,name_934,53,181.0,54.0
935,name_935,90,161.0,87.0
936,name_936,77,206.0,120.0
937,name_937,48,197.0,152.0
938,name_938,80,210.0,157.0
939,name_939,34,174.0,62.0
940,name_940,51,205.0,74.0
941,name_941,29,179.0,175.0
942,name_942,39,172.0,185.0
943,name_943,96,170.0,186.0
944,name_944,15,201.0,53.0
945,name_945,84,203.0,203.0
946,name_946,92,201.0,124.0
947,name_947,83,190.0,192.0
948,name_948,32,191.0,165.0
949,name_949,48,209.0,163.0
950,name_950,51,164.0,172.0
951,name_951,11,200.0,57.0
952,name_952,11,196.0,179.0
953,name_953,61,181.0,189.0
954,name_954,66,189.0,95.0
955,name_955,67,163.0,69.0
956,name_956,25,172.0,88.0
957,name_957,34,181.0,180.0
958,name_958,42,177.0,65.0
959,name_959,42,171.0,165.0
960,name_960,47,207.0,134.0
961,name_961,78,163.0,185.0
962,name_962,45,180.0,100.0
963,name_963,25,199.0,138.0
964,name_964,38,205.0,158.0
965,name_965,56,186.0,122.0
966,name_966,54,153.0,181.0
967,name_967,80,180.0,70.0
968,name_968,40,161.0,202.0
969,name_969,96,155.0,135.0
970,name_970,46,175.0,199.0
971,name_971,25,160.0,94.0
972,name_972,13,164.0,57.0
973,name_973,78,178.0,50.0
974,name_974,91,169.0,191.0
975,name_975,35,200.0,104.0
976,name_976,35,169.0,171.0
977,name_977,72,167.0,90.0
978,name_978,62,153.0,128.0
979,name_979,39,158.0,160.0
980,name_980,97,198.0,50.0
981,name_981,92,173.0,73.0
982,name_982,78,164.0,191.0
983,name_983,57,157.0,212.0
984,name_984,51,175.0,164.0
985,name_985,28,206.0,43.0
986,name_986,39,183.0,171.0
987,name_987,11,204.0,110.0
988,name_988,36,166.0,124.0
989,name_989,59,168.0,194.0
990,name_990,45,172.0,156.0
991,name_991,22,195.0,93.0
992,name_992,33,172.0,50.0
993,name_993,27,196.0,86.0
994,name_994,99,159.0,183.0
995,name_995,58,165.0,161.0
996,name_996,63,207.0,207.0
997,name_997,84,170.0,66.0
998,name_998,78,170.0,104.0
999,name_999,82,205.0,76.0
1000,name_1000,32,188.0,108.0
